step,path1,path2,path3,path4,path5,path6,path7,path8,path9,path10,path11,path12,path13,path14,path15,path16,path17,path18,path19,path20,path21,path22,path23,path24,path25,path26,path27,path28,path29,path30,path31,path32,path33,path34,path35,path36,path37,path38,path39,path40,path41,path42,path43,path44,path45,path46,path47,path48,path49,path50
45,104.1458688,110.4019211,91.64318369,107.4655585,103.6232369,97.20112592,109.9876707,109.6644818,101.4567561,114.9376278,110.9133657,105.184723,110.3094576,101.3720417,108.2009969,104.2957734,96.19526692,96.91855975,93.43988284,108.2547847,100.4206095,108.6158354,102.6494546,85.2816037,119.5452979,102.4157538,120.0973314,114.8582258,100.7581153,105.4586311,90.60712319,116.7712377,98.82942725,93.28356771,94.95590118,100.2447074,93.76020181,103.492606,108.5268218,90.49150381,91.18942357,89.98506054,97.75506492,99.2297901,110.0462252,101.1449666,99.19407972,105.165844,111.2485067,100.8692734
46,104.050073,111.6460313,91.05213728,106.1982581,104.3798489,97.39190398,111.5259892,113.693405,101.2116684,112.9970213,113.0606526,105.5786844,111.6577177,100.6471918,107.4011469,104.9660505,97.4353247,95.45033453,94.29425772,106.300082,101.6049916,111.2714298,104.5183908,86.83843232,118.8624304,100.3997933,120.4665263,116.5529045,102.8600184,106.2023636,90.76441896,116.0974635,99.14989627,92.34470351,97.51400597,100.8917148,92.76068941,103.2889836,108.1705906,90.78295516,89.97282098,89.14222583,94.57436509,101.0290516,111.6525159,100.5459458,99.41787817,103.9575215,112.0881779,101.766346
47,105.7958424,109.5850445,89.29533741,105.7159452,105.153417,98.76863317,112.194823,113.5352879,101.526198,113.7397947,115.0943412,104.4588603,108.1307202,101.3369817,105.5933841,103.9376302,98.82238114,94.00108144,95.48284145,108.2509751,101.908237,111.8918723,103.8723743,86.49400551,122.554266,101.5287508,122.0625479,119.202818,102.0945916,107.431348,87.91457675,114.7222041,100.4587982,91.24913759,96.46442114,103.0347235,94.40339008,103.8803463,109.9831554,91.3537751,89.13382085,88.60252734,95.06643676,101.6582412,113.9655152,98.96325436,97.8126666,102.2377779,110.2784671,103.4168089
48,105.7554987,112.0854476,89.58086493,104.6210819,104.6075426,97.97307097,114.1655046,113.4503352,102.551731,113.0405908,117.5887307,104.02419,106.3022203,100.7654528,106.4682837,102.8565812,99.08582609,92.98879506,94.99097261,108.4346416,103.1656647,112.1461255,103.7890708,86.20307961,121.0949468,100.9612425,123.1648804,119.5397013,101.0567882,106.7313958,87.58850341,112.5420226,101.0585208,90.66681483,95.91726825,102.5749687,94.57676573,106.487734,110.8375993,90.9787602,88.43087424,89.54901336,95.26259091,104.5572707,114.0862615,98.3499302,97.79259378,101.1500078,108.1491797,105.8620612
49,105.0439415,112.684737,90.73390293,105.8462255,103.7513301,96.19566453,115.28064,113.2683368,101.3727445,114.6794298,115.1379695,103.4147267,110.0073867,102.2080778,107.6707426,101.6223844,101.022073,91.09721242,93.74534772,107.8306126,101.0040033,111.2946685,102.7736057,86.01589364,120.7829719,98.85262834,123.6590457,119.9367657,99.70461007,106.3672119,87.07006437,111.7937776,102.4183294,90.17737661,96.63282718,101.2592994,91.59999888,107.7596687,111.626021,89.36041547,86.91345661,89.93842764,95.70554657,106.0546239,114.628771,99.31547034,98.56182003,99.8963663,106.9492412,102.7550904
50,102.6298277,113.6194482,89.96814278,108.8866684,102.6761081,97.94812674,117.1086045,113.9838459,102.1956782,113.5709609,116.1097587,105.4491612,111.0135118,100.6188643,107.0917915,101.9060757,99.61449775,91.76168475,91.73925941,106.4774474,99.20514855,109.9264201,103.1310291,85.31497367,123.7831886,97.06480846,121.5029731,118.300554,101.4527164,106.0509905,85.44703035,112.1136242,99.92125722,89.51614062,96.0376534,99.50114589,90.7920985,105.6699186,110.346679,90.83893516,88.27526127,90.44223529,95.96962902,103.1063915,115.9871225,102.121507,99.54263742,100.1032792,108.2168052,101.2143184
51,100.230651,113.0910931,90.32269269,108.5518086,102.7069817,97.69490306,118.4042945,112.6437191,102.6621603,111.7830576,115.312152,103.7927761,107.512046,100.7699245,105.9559728,103.7087317,97.67816192,90.4015048,92.38818177,106.9885734,99.19279577,108.2556797,100.9629225,85.51018968,124.2217537,97.65756189,122.5010894,119.907033,101.5045575,104.2634416,84.65024897,110.1015888,99.32467713,89.33566691,97.57519756,98.52108483,90.89331502,106.6920467,110.240138,90.7867592,88.90102876,91.29895163,96.55536047,103.3105746,116.2674936,101.7130149,99.7237947,98.6917411,107.5910415,100.4134586
52,100.5017077,115.792948,88.82244527,110.0121555,102.277169,97.49803101,120.5259867,111.9374849,103.0222328,112.2995458,116.2265898,102.231984,107.8970097,103.4532074,107.3720299,104.6747627,97.75442061,92.94352616,93.04673421,106.3579387,98.85774681,109.7732943,100.3971985,87.37570419,125.711528,96.05899502,121.7231564,122.6073554,98.82562247,103.3763694,85.99505888,108.0179149,100.4828239,88.12968937,96.22575272,99.55708037,93.40099852,105.9380749,111.6296964,90.02901162,91.03770719,91.60740537,95.05454916,104.6138843,118.6349568,100.9962586,100.8873065,97.74642741,108.4537847,99.27292049
53,99.67422875,115.472242,87.27704419,109.4825109,103.4470801,100.0187146,118.3382255,112.0480344,102.6198232,110.4912784,114.2661699,102.1999568,106.7047422,103.9508352,106.1662324,103.1426745,96.90922546,92.85637381,94.02425152,105.1486062,98.0269117,109.9170248,100.1246195,87.85881,128.2594079,99.45677631,120.9909696,120.6733545,99.54126002,103.2853537,86.7578397,106.1743242,101.4107238,86.38358214,96.12905278,98.74513811,92.68975557,108.1736744,111.3561041,90.38863407,90.79815555,91.67656074,93.48093024,105.0449142,117.0532224,101.669405,100.5964832,97.54450154,107.1926558,100.0085957
54,101.3078787,115.4012222,86.69722043,109.7919037,105.5538543,99.63639102,120.457692,111.77525,103.0136784,111.6933205,115.5266192,105.0226553,105.6498873,106.7569148,107.2896613,102.7800267,96.92151863,91.42133506,95.6276261,105.5335217,99.16899318,111.7335159,98.39505064,87.99992187,128.0191517,99.48149762,121.81077,117.5852958,100.1348904,103.809866,84.31321525,105.3736114,101.2853771,87.30126904,94.11338066,99.65705767,91.44189186,108.3517598,109.9807599,90.30588047,90.13932498,91.24434341,93.92173405,106.707356,115.217891,101.9526146,101.0522541,97.35300264,106.3681548,98.97965686
55,99.8705179,115.1761909,86.80873797,108.6908099,104.5681732,101.7593792,123.3673108,113.248781,101.9784823,112.9218087,117.7097524,103.9360963,107.785891,107.4945386,109.6610585,102.9247653,96.90993702,92.74024436,93.98802659,105.3273843,98.1534759,113.6995091,97.80665299,87.14341802,125.5644087,99.61578364,118.9092206,121.0206974,100.5682706,105.1239972,84.58772334,105.0999975,101.0919268,84.88880524,92.75225315,99.83346985,91.67411304,107.2862977,109.4035652,90.02242086,89.37393726,91.55770066,97.09460514,108.497737,118.7581465,102.1573119,100.2713723,96.01135313,108.5521402,97.62733564
56,101.2527865,113.7738497,85.4160728,110.6662059,106.811039,100.783396,126.1452855,112.1589663,99.73300711,114.8984905,117.175874,104.1924819,107.472598,108.4094935,109.3312656,101.4095823,97.0703089,94.63808066,95.14819147,105.5998673,97.93850822,113.355039,99.19128137,87.42148351,123.4816786,99.23918077,118.4668765,119.3689434,99.159222,104.2131286,85.51325359,104.9222174,102.8036389,84.35808778,92.16749013,99.554586,92.2800262,107.3442387,110.974594,89.71981065,88.69839206,90.68617808,95.11138588,109.2848571,117.2983514,105.20145,100.875281,98.81318374,108.3893425,98.7867468
57,102.9223255,115.4135109,86.60141099,111.7400728,107.5676785,100.2411715,128.0686203,110.9427986,100.7217358,115.2312044,114.9507197,104.2833371,107.172158,108.2525705,109.4357761,101.459368,95.84715409,94.53760425,96.74947858,108.009539,96.83886616,115.0249527,97.76936316,87.27977385,125.0080132,100.3814216,120.420288,121.6918705,98.85025898,101.9278085,84.11746387,104.9363826,105.1628023,83.6092872,91.92635113,98.3480399,94.43053456,105.7061213,111.4389438,91.98254312,89.47476583,92.24400075,96.18127124,109.798353,115.8533527,105.7257444,101.055521,100.1018425,110.8676716,99.40776263
58,104.0370731,114.7696542,85.9498355,111.0923895,109.7232894,100.6123922,129.9842962,109.3980648,98.37539616,117.7812102,116.8066526,104.6729379,108.356681,108.5967066,108.5289366,101.0467474,94.84133034,91.52140365,95.10000866,108.8350874,98.70398687,113.651233,96.37270217,88.156726,125.460692,99.92203945,119.4293534,120.2976209,99.61711524,101.7802186,83.81958663,106.8830364,104.7538323,81.92749868,91.99917407,98.63111444,94.77473075,105.9479989,111.1357796,92.38417292,90.41281766,91.86657098,96.43347865,110.4175554,114.384926,103.780978,99.0839703,100.8421104,109.7561552,97.40846181
59,104.8142643,112.868303,86.72053448,109.7701692,110.2032201,100.4176637,129.5674658,110.5955682,97.12391528,118.9253845,117.5423039,105.9631338,110.3253515,107.1697593,108.5812431,100.878395,96.31550976,91.27603608,96.54034986,108.3966623,97.93353255,113.1620276,96.20560702,89.59010507,125.2205324,98.6677233,118.6601072,118.4989724,98.40079385,101.6865343,82.88645647,104.0882192,104.6742019,84.12646954,90.95610572,99.1454995,93.91299342,109.7743247,109.2602809,90.93056521,91.7973674,92.34518564,95.22758314,111.3851874,115.5557568,103.2729994,98.13099948,99.27044594,111.0220007,97.95403267
60,105.5252822,113.3763429,85.70636109,109.3114698,111.1365761,98.568664,132.1889315,111.7748783,99.56523681,119.9795646,119.8152052,105.9372987,107.9373456,107.2076374,107.4389172,103.453848,95.99380601,90.76908102,97.88711783,107.3166115,96.12947313,113.3525629,97.19547676,89.15204112,124.2374041,99.24701066,118.1805178,118.3353753,97.90598319,104.5035186,83.94834066,104.3349838,105.9326247,84.42869678,89.7488698,99.05051612,93.38821837,111.2677192,106.6632569,90.58304615,92.47019753,91.83700372,96.41611883,114.5513126,117.9726265,105.4327409,99.23720766,99.01961689,110.3329793,96.88114174
61,106.3177782,115.3128311,85.42192887,109.4038303,108.2868462,101.3177423,133.7968513,113.1971484,100.3922755,119.9451138,120.2348092,104.3105639,107.5029305,109.5701432,107.7895146,105.112503,94.04698599,91.78150783,98.38583526,109.5707907,96.83227343,112.0327154,97.11418143,89.80098457,121.2171396,100.2017398,118.0197261,116.5097398,97.31987616,104.2602938,82.69948018,104.9384815,105.7186167,83.11122189,89.21569898,97.45795444,90.77595502,110.177624,108.4828821,91.84482211,92.99995684,91.1467189,97.76598525,113.6012146,118.671035,107.0247864,100.6588392,100.4011762,112.0111823,95.95625522
62,107.8618251,117.3659662,83.72912395,108.3669671,109.5379958,101.1669985,134.4870629,112.1936463,99.6267155,118.234107,120.9511861,102.8797974,106.9086128,111.3678424,105.6453263,104.3790665,94.61939881,92.72389257,99.43682076,111.9215956,96.78878129,111.6382406,97.27204056,89.98535586,123.6508842,100.1037234,117.0537086,115.7492523,97.05936548,104.5415117,84.03627391,106.6605936,104.6152177,83.19774797,89.83217105,96.66399683,91.49868471,110.4236927,107.5297416,89.52903998,92.58537958,91.54267806,95.40491019,115.8136633,119.8405133,105.4492208,103.520057,101.4532317,114.006508,95.67507768
63,107.6688194,116.9245837,83.61148727,109.0139702,112.1062234,104.0490209,136.0238075,110.3533676,99.69314339,117.8376608,120.5728778,102.8094061,107.7158924,111.6682981,103.4363387,104.1389163,96.91696972,92.35360143,98.34714761,112.7547627,95.39141634,110.5768189,97.33584834,89.93974803,124.5025491,99.77900241,115.3495785,114.2428309,97.17646625,104.8936756,84.40453575,108.1298356,104.7494705,83.71628839,89.21686391,94.85433548,90.84189187,112.2096046,106.5977304,88.36688708,93.2974737,92.96427524,96.92066237,113.7025937,119.9132478,103.6599445,102.2257062,102.6626484,110.148717,92.90390601
64,108.5599482,115.6825952,83.12771237,110.8213519,109.0204273,102.0943123,137.3818373,110.7726141,102.8019286,116.6438799,120.6473634,103.0758364,106.4695526,111.3749817,104.7136542,105.1902854,97.42855836,95.10763352,98.24453099,113.9674852,94.28891503,112.0234229,96.78519022,90.48574389,124.2173559,100.0972427,116.1466731,113.3156511,96.87059053,104.2893719,85.03958212,108.0399177,103.9168478,83.78201965,88.36049946,95.53147684,89.73592577,111.1817238,108.2267438,88.74474734,92.24863834,92.22783254,96.5497821,113.3576703,121.2769575,103.0096219,104.1858471,104.517582,108.2475498,93.8138577
65,107.202828,117.78876,84.08627074,109.7997769,108.3155617,102.4601491,139.2918358,108.2346066,106.0261927,115.3999329,119.925841,103.6157268,106.0658364,110.8979431,104.5202411,105.8794423,99.37990372,95.37154585,98.76706196,111.3571161,94.06507745,111.5794033,97.20713727,91.58439756,124.7514719,99.24823481,117.3524267,112.5481122,96.68842052,105.8940812,83.39073232,109.0906651,101.7496659,84.49204292,89.46477213,95.20453304,89.00032412,111.792371,108.7571622,88.46512155,92.03478554,90.95721137,95.63550873,113.0250342,121.5957749,103.8240397,102.9470165,102.2760853,107.8085571,92.12740323
66,105.439651,117.9663925,84.09182831,109.8392883,110.6760524,103.150377,138.9959438,107.7788515,106.3348751,116.5427218,118.288468,104.1713857,105.8508718,109.1607532,103.0811143,106.0173015,99.62952707,97.49163381,97.78686549,112.3665102,96.39829579,112.3883969,96.92553106,91.83194101,125.7764852,97.62595531,118.843721,109.7476258,97.77806418,105.252166,83.6182495,109.2854189,102.2884812,86.79758284,90.09414688,93.24309458,88.84210944,110.2100294,109.9668312,87.47756124,93.79402988,90.02552308,95.90943351,113.5937751,121.4883933,101.1051742,103.7921738,103.7427293,108.3535283,92.32319774
67,107.4859162,117.459824,83.75926578,109.1352401,110.8082339,101.5510391,140.5946657,108.3521198,108.0557851,115.949847,117.8428761,103.3616321,107.9324171,108.2433887,103.23443,104.6183225,98.68073316,95.88870678,97.7002199,112.1405332,96.94487961,115.4781487,95.7942335,90.7454367,125.0474798,99.14023362,118.4604647,110.0278654,97.41443859,106.0817126,83.61209379,107.3757583,102.2860053,86.83630045,89.29680011,93.11984693,89.98980433,110.4377693,107.6959009,88.00357165,96.71018207,89.45289804,95.50395348,115.0774541,121.2590939,102.3649368,102.8739002,103.8168651,106.6265397,91.10538265
68,108.3061036,120.2123453,83.9125939,108.5262791,113.0375711,103.9756089,139.421042,109.6557124,107.333327,114.1172004,118.7452904,101.8433316,105.2568584,109.372323,102.70413,104.2288974,98.6750456,93.99475128,97.11804779,110.7185067,98.47734612,115.4192715,96.34406156,91.92686583,123.4049655,99.26508215,116.8264045,109.8320245,96.64777583,104.9591348,81.37721545,105.8175321,103.8507997,88.06158127,91.37099324,91.71798348,91.38021297,112.4157865,106.1095978,88.98159216,96.0475867,91.85831618,96.82818524,115.5612392,120.0154125,102.0616568,103.5480212,104.0081868,107.529734,91.19864981
69,107.7984379,119.0122379,84.90021052,110.8435728,116.8083094,103.2343573,141.1899969,110.3508129,109.3720818,115.1348428,118.4170072,100.001566,105.3906799,110.2415566,102.3325541,103.2340186,99.24564986,93.83280192,98.19508381,111.6768974,99.29775564,114.1343862,96.46500715,92.45492624,125.3841513,97.68607503,118.7928172,108.7330436,96.78165458,107.045252,80.66518845,104.818254,104.2530015,86.79067751,90.78722121,91.47014666,92.07254888,115.5088259,106.7806948,88.62117833,95.5505006,93.74711069,96.12286323,115.7870764,122.7253613,103.406821,103.9056837,104.867215,108.2077881,92.81723388
70,106.5575708,118.5140099,86.04788764,109.7756718,116.1971968,102.8127268,141.0082494,114.0326234,111.2175637,113.6806926,118.2489166,101.2568262,105.3390766,111.0112398,101.2300887,100.5565608,100.0354777,92.03374064,98.01077723,111.184455,99.61698288,113.0947685,96.66474568,91.32678337,127.1658814,96.25835725,121.3896806,107.1446126,96.94577046,108.4023996,81.84025744,104.2839003,103.9348716,87.69828762,90.28684227,90.31730135,93.79968928,114.5991081,106.1284101,88.47971338,95.02240777,94.65760345,95.02115597,115.190257,120.5732881,106.2740034,105.9304497,106.0695884,109.2708101,92.25060765
71,108.9167302,120.4038525,86.40136879,108.1624303,117.9524058,102.3045042,140.2692033,115.1762233,113.2418669,114.5413374,118.1910133,99.16596359,107.167295,112.424546,100.4261034,101.069241,99.92213664,92.54488451,97.72665988,110.395244,98.46943189,114.3099108,95.18750286,92.8966083,124.8129948,94.37483558,120.3250399,105.1450479,97.19441407,105.9536239,82.38999182,103.2586351,103.343192,91.09608906,90.73325071,90.99442608,93.95026491,112.6101658,106.1066481,86.99583398,94.15640986,96.61988787,95.47299687,115.7482412,118.0568261,106.2091126,104.4509299,105.918672,107.568036,91.04656174
72,110.706316,121.9677514,85.1707422,107.7767601,117.7552514,101.8507997,139.8970476,115.3409205,111.5456457,113.9696203,120.6749372,99.21436441,107.0606979,112.5444267,101.7335999,101.7069782,99.63807476,92.50513912,96.24773582,110.0343716,97.61598613,117.6319238,93.8609906,95.53925195,124.5081045,95.1025777,119.125951,103.7088198,99.33622812,106.1470429,82.44649894,103.9937285,101.9270219,90.36438327,90.50944787,90.9660075,93.52853512,115.7996637,107.8988158,88.16251301,94.68833606,97.08175816,95.30682206,113.855843,119.2799321,105.9996649,105.0177296,105.1449692,108.3852255,92.50459581
73,111.3483687,120.3887407,85.00489107,106.3799604,116.4150106,103.562927,140.4163481,116.4662701,110.689298,113.5620135,122.0518258,98.97479138,106.0563901,111.7553096,101.8544362,101.6853819,101.4469713,89.48451808,96.45300848,108.6826614,97.74613832,114.8028519,94.2537294,95.49447606,123.2482547,95.65713409,121.1478032,101.3815731,99.49028593,104.8002556,82.51127212,106.027085,102.8218834,89.6643547,88.12347235,92.24112964,94.89078531,115.9491178,109.3183583,88.08410118,93.98159042,99.16324886,92.61173231,112.6442796,119.8446842,108.8502057,104.5122806,104.1278331,107.555358,92.59841723
74,114.7446486,117.9532632,86.29780056,104.7023519,113.4782285,103.8634058,139.9577603,115.3544374,112.2289785,114.2722379,119.5878963,100.2858472,104.2619706,112.3704869,100.6137431,102.129325,103.9748576,90.05264729,97.17629542,108.7980602,96.83406612,115.0527402,93.93274618,95.96432877,125.2853557,94.63774583,120.6570296,100.4243618,99.51429031,105.3778668,81.94319709,105.312826,101.8358841,90.08252872,88.67686276,93.02837193,94.83387639,115.4761357,106.0426188,89.05028669,94.26729195,98.52860539,91.15128077,111.657322,120.6288502,108.7570411,104.8359207,104.4918176,109.6795385,92.55261217
75,113.9574947,115.6295449,86.83094666,107.2477133,113.7667427,103.1204574,139.2952543,117.4018242,113.1509948,115.8025641,121.0657233,99.90912532,102.0060018,110.7012169,102.8863,100.9030039,102.6859911,90.83658803,99.80254216,108.761408,97.1175054,113.2129029,94.09499894,96.85146862,123.4994594,94.39714183,120.1129861,100.8503433,97.99011706,104.8786923,80.54046195,105.7134946,100.4577592,90.75318435,86.69480838,91.80222845,94.80554321,114.9787491,105.3213495,88.26442494,96.90580709,99.95733271,90.53226939,114.0623328,121.6315848,107.5392814,104.3496388,104.7706032,107.3187959,91.80817529
76,113.7241395,114.9209712,85.49016516,107.6184358,115.0791151,104.5236942,139.7336287,118.1881047,114.2644505,115.1927935,119.9728604,98.90317022,102.6922435,108.0564307,102.7048749,100.4338433,102.6777731,91.63687709,100.1195005,109.4929448,95.93792486,111.8548965,93.55521978,99.23699294,123.1911291,92.75906269,118.1727476,100.9832449,96.78883974,105.3573161,80.11390087,104.5609551,98.65912309,90.44348015,87.04689103,89.69327253,93.69898224,116.1076399,105.8742853,87.7508283,95.07730422,98.9464861,90.09979555,114.9208678,123.1722666,108.6525258,104.2087645,103.4230452,107.4764368,91.85921915
77,115.8380565,116.4549035,85.38967144,107.6722137,113.5315866,104.1929288,138.9162324,114.1009108,115.8228938,113.5819038,118.7089838,99.46157295,102.2220916,107.4854224,101.5115988,100.5456212,102.4912658,90.83834619,99.0804638,110.0725455,95.28431755,110.136878,93.60984023,99.50834058,124.761161,96.01325828,120.0610101,102.262516,97.26045153,106.716785,80.48422661,105.0796759,98.88653126,91.02574809,86.45277524,88.7109307,93.20658547,116.8797701,104.4856803,89.69097678,99.35522324,99.79256405,90.70108186,114.9997183,123.7480926,110.1700868,103.8303757,104.0604084,108.3434644,90.12960465
78,116.8580654,113.4579772,84.33592224,106.7828677,113.0207069,104.5255546,139.3758304,114.0860574,117.034375,111.1009356,120.1189255,99.63516812,101.8489323,108.5056352,101.584083,99.13622904,101.3390464,90.83531317,99.98389091,111.4795917,93.47002465,110.3223469,94.13496968,102.0942412,123.6822389,96.89031383,117.9524826,102.3199826,97.78782529,105.8402471,81.99164079,104.9687076,96.91861906,91.39962387,86.93612494,88.46463548,91.28352165,116.5890647,103.6611101,87.79357357,99.19775073,101.6700344,91.53443772,113.6702106,125.6919072,109.3305132,104.46363,104.8182786,104.9556243,91.41823425
79,116.6263682,115.7287639,86.30484144,106.7375269,113.2052561,104.3800071,140.8379469,113.8058294,117.2958369,112.2571616,122.3700211,97.48873714,101.7841515,110.3878379,102.0811245,98.94061632,101.827989,90.602853,99.56954314,110.3924273,92.58016066,110.8833132,93.44346219,102.7007696,122.8720132,97.28317574,117.493578,103.0614991,99.63635624,104.3801437,82.28215725,105.5158243,96.99885567,91.45052981,86.38574421,88.52996561,91.3825928,114.8186063,103.6403957,87.29259151,100.6972471,101.0746091,91.3889244,113.6392345,127.7845772,107.3848883,106.2695549,104.8656667,105.4949199,90.04128323
80,117.6120609,115.592579,85.8776608,108.7228677,113.1946216,105.36501,139.4981802,114.71234,117.7728312,110.9408957,125.1401702,98.01677164,101.9662213,111.5537888,103.6360821,98.28142679,102.9087048,89.15848455,98.90045706,110.2492578,92.24005336,110.2692129,95.78381441,103.7647854,122.5456381,95.82508176,116.5083491,101.8715918,98.57513817,102.3774077,81.47269887,104.3748653,95.90492515,90.9510196,86.41716169,86.64889601,90.08974301,114.6223637,105.0909191,89.14731976,98.81864517,102.1323613,91.75871115,116.5736038,127.951556,107.3886761,108.0345492,103.8525199,104.9129989,89.28285027
81,118.7450139,117.074895,86.06925575,107.025341,111.1906718,106.3485442,139.3612909,114.1730425,119.4582902,108.8026044,123.7193864,96.27892832,99.52325412,112.3326067,106.0284878,99.12815805,105.1723221,88.59796697,98.47587204,109.4780841,92.17908664,110.955707,93.93881037,103.9575429,123.4352703,93.80972675,115.827712,99.92737443,98.23317196,103.0835908,80.41507275,103.7891583,95.64968063,92.37584523,86.6185879,87.15895645,89.65226766,115.1347434,106.0194204,87.41804828,98.79459519,104.7666256,91.23587906,115.7700153,128.3276756,106.6849015,109.8095679,102.5076719,104.69953,91.12746893
82,117.4850726,116.4849729,87.63471183,105.5053891,109.9353165,106.9188631,138.0611328,115.7952462,119.5302536,108.16336,122.1330851,94.85042869,98.73308165,111.4965223,106.2966183,100.2204194,107.2443703,86.09687552,98.48664322,108.4050701,93.62097983,109.8330299,93.01183844,103.333448,122.8814367,94.16202778,118.5063704,98.42045787,96.81588051,103.9875183,79.76151549,102.0789271,93.1335164,92.7819,85.50389182,86.67459716,91.66722436,114.2056686,105.0839593,88.66999596,98.71212533,103.498471,90.89020159,116.9758034,126.7978931,108.2803629,108.0368213,103.2431649,104.8714552,90.78542862
83,117.611062,114.4163655,88.49495461,107.5098405,109.386095,105.7766456,137.0121528,117.6636233,118.769152,108.144185,120.7913589,94.88199439,98.46276997,111.3218097,105.7039316,99.57148909,107.5093377,86.05731477,97.64987338,109.0233791,92.60698742,110.5164809,92.87577065,102.5869813,125.9718006,92.53222129,120.4760326,97.46467985,97.76446303,102.9990062,78.99998799,102.3314965,92.70784885,91.63813421,86.9657462,87.90593549,91.67876418,114.3546841,102.8090667,90.99893184,100.5621951,103.7181203,90.67468591,116.16697,125.6105693,109.2954711,110.1738413,101.8182086,105.4711709,89.87329392
84,116.0580439,115.0991864,87.55108546,109.6475656,107.4278128,106.4969241,135.0058389,115.6436181,118.6254853,108.8194284,121.2797646,92.56505693,100.416661,111.0280287,106.6096368,99.72552788,108.0415917,86.94419718,98.67498236,109.9720494,92.67678659,110.3333183,93.89026366,103.1981177,125.7504355,93.33857652,117.82433,98.76277172,99.31469871,102.8770393,77.48136573,104.4120778,91.43835153,90.28713742,88.18541912,89.05746191,92.47926655,115.9978043,101.9395747,92.28310466,102.7953031,105.1566806,90.06848859,117.9151256,124.8142644,108.01686,109.5838716,102.2136764,103.3978837,89.61371449
85,117.1324236,117.2199505,88.73410167,111.172504,107.1393038,110.7845385,134.7779092,113.8865282,116.6202313,106.9155171,122.9964546,93.5529756,100.2360973,110.6618803,107.2877065,100.1255177,107.2351578,84.96467291,97.55215973,110.6000885,94.65202963,109.7148243,94.4680533,104.5528359,125.0224203,93.59436086,119.0042455,99.8190842,98.94164888,101.8553342,78.17675766,105.2244792,92.67198808,91.11434271,86.52033066,87.65676288,92.32209093,114.4676566,101.8696054,92.92113816,102.3986029,105.8015372,90.94582434,117.4166958,123.8632797,108.0777151,108.2889349,100.9331605,102.9079395,90.74447707
86,116.1497395,118.7494183,90.76278762,112.1765333,108.7540961,110.2310837,137.1307064,113.4953477,117.1397877,106.2908175,122.4513961,92.43515982,100.4711721,110.0591647,108.2859838,100.8162822,107.0441842,82.87093089,97.78937435,112.6422329,96.36534223,111.0912986,93.20318826,102.1073445,124.4356654,92.52974531,119.7254521,100.0409761,99.85897731,103.1335386,76.49934842,107.7069615,90.75083928,89.50905398,86.42317214,89.41910351,92.28079755,117.1409497,99.45300641,94.11234495,99.82017144,106.0071943,92.77886227,118.1864174,123.3251934,105.2249913,108.8166978,103.667731,103.2834841,91.12091118
87,116.0480957,118.7471604,93.62446995,110.2671315,107.5414811,110.601328,135.0958659,115.2905074,117.2980216,106.3637721,124.3721516,91.2556865,98.43825269,109.3112334,108.8303602,101.9634313,106.9266766,84.00195538,99.06249382,111.0356704,95.56291404,110.9552308,91.76728175,103.7297716,122.9346786,89.6416198,119.2536032,101.9966117,99.60315459,102.7902522,76.50969215,108.9082613,90.95757546,87.44333308,86.1113311,89.42000643,92.62953959,116.7542352,99.90050668,92.45195624,99.02582187,105.7686349,92.3686773,118.7769253,123.36561,105.159307,108.1827066,104.0986947,103.6034699,91.2932221
88,114.5924102,116.1288585,92.30459737,109.8497157,107.1581133,109.855136,138.0287306,114.1707033,115.4851689,105.7592467,124.966498,89.06090296,99.17083417,108.4806716,108.8432204,103.4975672,106.9173186,85.379022,100.967285,109.9535661,95.85768106,111.2892467,91.02742154,103.4753797,124.174054,88.40346361,115.7791583,101.479594,98.86067845,100.3769819,76.80756503,108.1608403,92.9521748,89.40416557,86.5306717,88.85205925,92.6825728,116.3005998,98.73831961,93.81129734,97.41741123,103.3181425,90.4259877,116.803142,125.3280131,105.903238,106.7186724,102.8121131,103.9704511,89.36505484
89,115.1532141,115.0598118,92.23243102,108.8066354,106.3616244,111.0740552,136.7836424,114.4501733,116.5039992,105.3326689,124.2277265,88.46036359,98.77435396,108.5748942,109.055741,102.219283,105.9134282,85.38581675,99.15134428,111.7182379,97.44646168,108.1291013,89.43072628,103.0993927,122.6420333,89.24118241,115.5258351,103.2752903,100.2253464,100.2286629,77.39798165,108.7278566,92.77520035,91.33766261,87.24795352,88.70897926,93.31159328,116.8231715,99.48296855,95.66460018,96.1284148,103.6978276,89.60080563,113.3995816,125.7840681,103.6430966,105.3510459,101.5288605,104.9103208,90.69470128
90,114.0826526,117.7330952,91.49098627,109.9505342,106.8703404,110.2548989,137.2269053,117.2814595,114.2708768,104.0652098,125.7408317,88.96259269,100.6743941,106.8072938,107.4473169,103.3986707,104.1276846,84.92728934,98.55788979,111.0495896,98.40112469,108.0541034,90.54518014,102.2300653,121.4513904,90.45834979,115.0861393,102.8600421,100.5702318,100.6596939,77.84622539,109.6685872,93.83275713,91.04135933,85.24867771,90.22761824,94.4956674,115.7883234,97.85610652,94.39911792,97.51973511,104.670307,89.56272141,112.6648128,125.5512872,102.3757478,106.9775018,99.82112302,104.6039582,89.71838697
