num_paths,mean_discounted_payoff
1348,58.30149587
1349,58.320822
1350,58.29922371
1351,58.28445519
1352,58.30032551
1353,58.28751566
1354,58.28541292
1355,58.26691257
1356,58.32808461
1357,58.33554828
1358,58.31621186
1359,58.29242928
1360,58.29171885
1361,58.26552044
1362,58.26747216
1363,58.32721645
1364,58.34561597
1365,58.37237596
1366,58.34844565
1367,58.35318427
1368,58.32387569
1369,58.34465367
1370,58.32817267
1371,58.31301779
1372,58.32516492
1373,58.31648508
1374,58.32474482
1375,58.32759834
1376,58.32937289
1377,58.328472
1378,58.33186051
1379,58.34591549
1380,58.39017259
1381,58.37203878
1382,58.37716865
1383,58.364535
1384,58.40306823
1385,58.40629947
1386,58.39514423
1387,58.41946571
1388,58.39129232
1389,58.41090047
1390,58.40368261
1391,58.38344037
1392,58.37679711
1393,58.37940856
1394,58.37315216
1395,58.37625335
1396,58.34620257
1397,58.31133951
1398,58.31146185
1399,58.29435571
1400,58.28989204
1401,58.28588867
1402,58.27705049
1403,58.27910866
1404,58.26286887
1405,58.23941319
1406,58.23513099
1407,58.2102428
1408,58.17267296
1409,58.19791354
1410,58.17096814
1411,58.19936004
1412,58.20875944
1413,58.21697093
1414,58.20232045
1415,58.18065479
1416,58.26136182
1417,58.29223913
1418,58.26773209
1419,58.25749843
1420,58.24596666
1421,58.24733333
1422,58.27401261
1423,58.32652411
1424,58.36237968
1425,58.373266
1426,58.36832682
1427,58.33831612
1428,58.32617464
1429,58.30238497
1430,58.3536019
1431,58.38906091
1432,58.35192909
1433,58.3510854
1434,58.34353817
1435,58.33952987
1436,58.33357106
1437,58.34015799
1438,58.33616536
1439,58.3251829
1440,58.32728507
1441,58.31474404
1442,58.32169208
1443,58.32912389
1444,58.34098517
1445,58.32915368
1446,58.31628988
1447,58.33923789
1448,58.34198657
1449,58.33704496
1450,58.33859199
1451,58.33854712
1452,58.32276259
1453,58.34679654
1454,58.34544458
1455,58.34901194
1456,58.33907205
1457,58.33436445
1458,58.32442362
1459,58.33976599
1460,58.34013116
1461,58.33352152
1462,58.33795442
1463,58.31947513
1464,58.30125505
1465,58.34656865
1466,58.35520139
1467,58.35298031
1468,58.33568752
1469,58.32141367
1470,58.31855823
1471,58.32028416
1472,58.29916833
1473,58.30344742
1474,58.31239476
1475,58.30929928
1476,58.29870396
1477,58.27323986
1478,58.24269328
1479,58.25102093
1480,58.22886781
1481,58.22389964
1482,58.20806485
1483,58.25052468
1484,58.23976091
1485,58.24712999
1486,58.21708969
1487,58.2009281
1488,58.1804058
1489,58.17956656
1490,58.16334756
1491,58.13708002
1492,58.16112981
1493,58.15108913
1494,58.13303321
1495,58.11166005
1496,58.11109507
1497,58.10095774
1498,58.11938005
1499,58.10873121
1500,58.11583347
1501,58.08572956
1502,58.09825292
1503,58.11483483
1504,58.14419863
1505,58.13627385
1506,58.16786755
1507,58.14472651
1508,58.14126077
1509,58.13866649
1510,58.14433628
1511,58.13580589
1512,58.13841482
1513,58.11903487
1514,58.12371039
1515,58.10225786
1516,58.10017441
1517,58.10073298
1518,58.10416222
1519,58.07996514
1520,58.06429829
1521,58.06686912
1522,58.07829403
1523,58.07769792
1524,58.06964105
1525,58.06374827
1526,58.08957282
1527,58.08739199
1528,58.08173928
1529,58.05906908
1530,58.04771056
1531,58.03110382
1532,58.02949366
1533,58.02487057
1534,58.02539859
1535,58.02636835
1536,58.0407136
1537,58.05915485
1538,58.04846807
1539,58.07522908
1540,58.05558173
1541,58.05326483
1542,58.03326192
1543,58.01388772
1544,57.98886612
1545,57.97714306
1546,57.97275494
1547,57.95385694
1548,57.91821746
1549,57.92017683
1550,57.88502388
1551,57.86388737
1552,57.8739347
1553,57.8595648
1554,57.87787397
1555,57.84420186
1556,57.82518981
1557,57.84643551
1558,57.86421157
1559,57.85247738
1560,57.85818935
1561,57.85522911
1562,57.8580138
1563,57.83967432
1564,57.85679014
1565,57.84829136
1566,57.86704032
1567,57.84115782
1568,57.85772228
1569,57.88017471
1570,57.85994728
1571,57.83731243
1572,57.85453757
1573,57.83889811
1574,57.82518346
1575,57.81884989
1576,57.81736169
1577,57.81939419
1578,57.83533092
1579,57.83274072
1580,57.85779759
1581,57.85643831
1582,57.86596192
1583,57.86136259
1584,57.8683662
1585,57.84686697
1586,57.83333155
1587,57.82687087
1588,57.81971672
1589,57.81590231
1590,57.80985005
1591,57.79568636
1592,57.77465155
1593,57.77097455
1594,57.77155923
1595,57.78493426
1596,57.77504844
1597,57.77958829
1598,57.76640749
1599,57.74375743
1600,57.7188496
1601,57.70785699
1602,57.67913688
1603,57.68729494
1604,57.66013137
1605,57.67350861
1606,57.65883154
1607,57.64808859
1608,57.62979696
1609,57.63744637
1610,57.65231348
1611,57.62441088
1612,57.6133774
1613,57.60965552
1614,57.59532939
1615,57.5693555
1616,57.5897856
1617,57.59126447
1618,57.58346001
1619,57.5832748
1620,57.55912318
1621,57.53993118
1622,57.53714703
1623,57.52468935
1624,57.53508154
1625,57.58198096
1626,57.57384239
1627,57.58032973
1628,57.5620286
1629,57.57589414
1630,57.57049734
1631,57.56778511
1632,57.54024663
1633,57.53392639
1634,57.51930267
1635,57.50751341
1636,57.5253104
1637,57.5131986
1638,57.52526152
1639,57.50551675
1640,57.50873183
1641,57.52438252
1642,57.51540751
1643,57.52607024
1644,57.52150651
1645,57.5137015
1646,57.51186988
1647,57.49132609
1648,57.49372863
1649,57.47832006
1650,57.44763232
1651,57.44404557
1652,57.42233218
1653,57.40244346
1654,57.38249713
1655,57.41128683
1656,57.39480756
1657,57.39023971
1658,57.39748801
1659,57.37569885
1660,57.35169519
1661,57.34796065
1662,57.35668852
